mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.04444479942321777,0.0,0.029253244400024414,0.0,0.001,,"{'C': 0.001, 'class_weight': None}",0.46262490668000006,0.46262490668000006,0.0,22,0.6638133833129342,0.6638133833129342,0.0
0.08337640762329102,0.0,0.046251535415649414,0.0,0.001,balanced,"{'C': 0.001, 'class_weight': 'balanced'}",0.42496229790259554,0.42496229790259554,0.0,28,0.4290289623480533,0.4290289623480533,0.0
0.05342602729797363,0.0,0.030149221420288086,0.0,0.005,,"{'C': 0.005, 'class_weight': None}",0.4583809808387499,0.4583809808387499,0.0,24,0.6605370202262613,0.6605370202262613,0.0
0.07515192031860352,0.0,0.040947675704956055,0.0,0.005,balanced,"{'C': 0.005, 'class_weight': 'balanced'}",0.4486690189002394,0.4486690189002394,0.0,27,0.4820608926767599,0.4820608926767599,0.0
0.05489993095397949,0.0,0.028197526931762695,0.0,0.01,,"{'C': 0.01, 'class_weight': None}",0.45803482284754016,0.45803482284754016,0.0,25,0.6615245539040003,0.6615245539040003,0.0
0.07284712791442871,0.0,0.0388333797454834,0.0,0.01,balanced,"{'C': 0.01, 'class_weight': 'balanced'}",0.465885124339394,0.465885124339394,0.0,21,0.5176101427014551,0.5176101427014551,0.0
0.03431868553161621,0.0,0.02365899085998535,0.0,0.05,,"{'C': 0.05, 'class_weight': None}",0.4579985340467896,0.4579985340467896,0.0,26,0.6611883083328333,0.6611883083328333,0.0
0.0318913459777832,0.0,0.02234172821044922,0.0,0.05,balanced,"{'C': 0.05, 'class_weight': 'balanced'}",0.5069756947311455,0.5069756947311455,0.0,2,0.5880383813079435,0.5880383813079435,0.0
0.035695552825927734,0.0,0.024675846099853516,0.0,0.1,,"{'C': 0.1, 'class_weight': None}",0.459064703332149,0.459064703332149,0.0,23,0.6732503063080509,0.6732503063080509,0.0
0.04729652404785156,0.0,0.02994561195373535,0.0,0.1,balanced,"{'C': 0.1, 'class_weight': 'balanced'}",0.5073654205357179,0.5073654205357179,0.0,1,0.5986843622307076,0.5986843622307076,0.0
