mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.04314112663269043,0.0,0.025371313095092773,0.0,0.001,,"{'C': 0.001, 'class_weight': None}",0.5038136608352994,0.5038136608352994,0.0,12,0.6915545618298475,0.6915545618298475,0.0
0.07953262329101562,0.0,0.05170464515686035,0.0,0.001,balanced,"{'C': 0.001, 'class_weight': 'balanced'}",0.43833577541435026,0.43833577541435026,0.0,28,0.4569001585790712,0.4569001585790712,0.0
0.04230856895446777,0.0,0.025234222412109375,0.0,0.005,,"{'C': 0.005, 'class_weight': None}",0.5036965138119444,0.5036965138119444,0.0,13,0.6909910716668676,0.6909910716668676,0.0
0.07795429229736328,0.0,0.051529884338378906,0.0,0.005,balanced,"{'C': 0.005, 'class_weight': 'balanced'}",0.4623619235884999,0.4623619235884999,0.0,27,0.5141929972048104,0.5141929972048104,0.0
0.04393720626831055,0.0,0.023518800735473633,0.0,0.01,,"{'C': 0.01, 'class_weight': None}",0.5035416686561087,0.5035416686561087,0.0,14,0.6914390244739163,0.6914390244739163,0.0
0.06574106216430664,0.0,0.04142403602600098,0.0,0.01,balanced,"{'C': 0.01, 'class_weight': 'balanced'}",0.47628110815553126,0.47628110815553126,0.0,22,0.5394848130455522,0.5394848130455522,0.0
0.057366371154785156,0.0,0.03219914436340332,0.0,0.05,,"{'C': 0.05, 'class_weight': None}",0.5028331310401943,0.5028331310401943,0.0,15,0.6915680636365672,0.6915680636365672,0.0
0.0717928409576416,0.0,0.04291272163391113,0.0,0.05,balanced,"{'C': 0.05, 'class_weight': 'balanced'}",0.5282470554735976,0.5282470554735976,0.0,2,0.5973405518363563,0.5973405518363563,0.0
0.026626110076904297,0.0,0.01678323745727539,0.0,0.1,,"{'C': 0.1, 'class_weight': None}",0.5123878305234975,0.5123878305234975,0.0,8,0.70693260241976,0.70693260241976,0.0
0.05301856994628906,0.0,0.025456666946411133,0.0,0.1,balanced,"{'C': 0.1, 'class_weight': 'balanced'}",0.5254432570585879,0.5254432570585879,0.0,4,0.616814250444523,0.616814250444523,0.0
0.04627680778503418,0.0,0.017246246337890625,0.0,0.25,,"{'C': 0.25, 'class_weight': None}",0.533128215197439,0.533128215197439,0.0,1,0.7336026389421891,0.7336026389421891,0.0
0.05462527275085449,0.0,0.026874065399169922,0.0,0.25,balanced,"{'C': 0.25, 'class_weight': 'balanced'}",0.5177163180005186,0.5177163180005186,0.0,5,0.6482570856100107,0.6482570856100107,0.0
0.06331992149353027,0.0,0.030074596405029297,0.0,0.5,,"{'C': 0.5, 'class_weight': None}",0.5278039790921092,0.5278039790921092,0.0,3,0.7424881573971772,0.7424881573971772,0.0
0.07325625419616699,0.0,0.029241561889648438,0.0,0.5,balanced,"{'C': 0.5, 'class_weight': 'balanced'}",0.5164172782589221,0.5164172782589221,0.0,7,0.6713243492242829,0.6713243492242829,0.0
0.08410477638244629,0.0,0.025092124938964844,0.0,1.0,,"{'C': 1.0, 'class_weight': None}",0.5066745079928295,0.5066745079928295,0.0,11,0.7596581026162799,0.7596581026162799,0.0
0.08580636978149414,0.0,0.0166928768157959,0.0,1.0,balanced,"{'C': 1.0, 'class_weight': 'balanced'}",0.5168450964073997,0.5168450964073997,0.0,6,0.6815403733716223,0.6815403733716223,0.0
0.08850622177124023,0.0,0.020401716232299805,0.0,2.0,,"{'C': 2.0, 'class_weight': None}",0.5022020943756522,0.5022020943756522,0.0,16,0.7635427660778905,0.7635427660778905,0.0
