mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
4.22518265247345,0.11321842670440674,0.07469868659973145,0.005614757537841797,1.0,1.0,300,1,3,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.3897962090815217,0.42922249586460565,0.40950935247306364,0.019713143391541982,24,0.978575607842405,0.9658143199288184,0.9721949638856118,0.00638064395679333
7.458872437477112,0.06447851657867432,0.08148348331451416,0.02275264263153076,0.8,5.0,300,5,5,0.03,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.4043310154846978,0.44033135052472583,0.42233118300471184,0.018000167520014015,11,0.8871566723115034,0.8663847546530234,0.8767707134822634,0.010385958829239983
6.933467984199524,0.3500720262527466,0.052744507789611816,0.005649209022521973,1.0,5.0,200,1,5,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.40679967371933223,0.44596875348012,0.4263842135997261,0.01958453988039388,8,1.0,0.9991839530283046,0.9995919765141523,0.000408023485847675
6.932927370071411,0.010969400405883789,0.09031820297241211,0.0017054080963134766,0.8,5.0,300,5,4,0.05,1.0,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.40152007474961077,0.4294536841189768,0.41548687943429374,0.013966804684683004,18,0.9282848588821205,0.9009460280013383,0.9146154434417294,0.01366941544039113
2.4701321125030518,0.22497987747192383,0.05143606662750244,0.00620877742767334,1.0,5.0,100,5,4,0.03,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.34334870852326926,0.3623867713487015,0.3528677399359854,0.009519031412716122,39,0.5877053671861453,0.5506274076104758,0.5691663873983106,0.018538979787834753
4.680844068527222,0.31339120864868164,0.09149134159088135,0.004810690879821777,1.0,1.0,200,1,4,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.40239842719271257,0.43279039028164595,0.41759440873717923,0.015195981544466691,16,0.9975636885994443,0.9931416335811635,0.9953526610903038,0.0022110275091404286
5.383873701095581,0.049841880798339844,0.07960212230682373,0.005285859107971191,0.8,5.0,300,5,3,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.38403706923249875,0.4222865762979763,0.4031618227652375,0.019124753532738764,25,0.9450946711730316,0.9213832655830948,0.9332389683780632,0.011855702794968392
1.8743070363998413,0.1377643346786499,0.0872197151184082,0.042264699935913086,0.8,1.0,100,1,3,0.05,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.3529822220682536,0.38320484413653694,0.36809353310239523,0.015111311034141678,36,0.6347760392393105,0.5826259529660341,0.6087009961026724,0.026075043136638165
4.68260645866394,0.2832505702972412,0.08781194686889648,0.0012803077697753906,1.0,1.0,300,1,3,0.03,0.8,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.3714577787011268,0.3986227256116545,0.38504025215639065,0.013582473455263866,30,0.7387962548812715,0.6590695427344874,0.6989328988078795,0.03986335607339209
5.3405561447143555,0.07940888404846191,0.07873356342315674,0.007976174354553223,0.8,1.0,200,5,5,0.03,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",0.3934646997912368,0.4360006616575088,0.4147326807243728,0.021267980933135977,19,0.8352459016392746,0.8110191303277958,0.8231325159835352,0.012113385655739384
