feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,permutation_importance_mean,permutation_importance_std,permutation_scoring,permutation_eval_set,permutation_n_repeats,permutation_importance_rank
12,rdkit_desc_12,0.0035053491592407227,,False,0.003505348922148379,118,0.003186222604083849,0.0006883418006063431,average_precision,test,10,1
20,rdkit_desc_20,0.004482970107346773,,False,0.0044829698041307904,74,0.002923275284454701,0.001910584444844407,average_precision,test,10,2
18,rdkit_desc_18,0.003590815933421254,,False,0.003590815690548169,114,0.002302620388623404,0.000836127305955426,average_precision,test,10,3
49,rdkit_desc_49,0.004309861920773983,,False,0.00430986162926657,80,0.0018785989157900404,0.0004795213698955119,average_precision,test,10,4
23,rdkit_desc_23,0.0072152926586568356,,False,0.00721529217063394,30,0.0018652927331288135,0.0011389083831933363,average_precision,test,10,5
130,rdkit_desc_130,0.0037307424936443567,,False,0.0037307422413070173,101,0.0016453867092986276,0.0013796265603017613,average_precision,test,10,6
75,rdkit_desc_75,0.004966594744473696,,False,0.00496659440854665,60,0.0016056353029232264,0.0004575421765334349,average_precision,test,10,7
50,rdkit_desc_50,0.0033833917696028948,,False,0.0033833915407594194,125,0.0015408347558616628,0.0003309440070644074,average_precision,test,10,8
3,rdkit_desc_3,0.004560108296573162,,False,0.004560107988139761,70,0.001354179157674145,0.001203547143561736,average_precision,test,10,9
154,rdkit_desc_154,0.01849968358874321,,False,0.01849968233747461,8,0.0013339463919644378,0.0005746180023989997,average_precision,test,10,10
68,rdkit_desc_68,0.005544195417314768,,False,0.005544195042320374,50,0.0012417664700524454,0.00034239386449708446,average_precision,test,10,11
66,rdkit_desc_66,0.0033484697341918945,,False,0.003348469507710451,128,0.0012333235728015362,0.0004952879480591236,average_precision,test,10,12
93,rdkit_desc_93,0.0031302529387176037,,False,0.003130252726995755,144,0.0012236657175003426,0.000602242872536113,average_precision,test,10,13
35,rdkit_desc_35,0.004872681573033333,,False,0.00487268124345832,62,0.0011573532073607617,0.00045198335325351643,average_precision,test,10,14
14,rdkit_desc_14,0.0053997705690562725,,False,0.005399770203830385,53,0.0010741809335451922,0.0014392259025155665,average_precision,test,10,15
166,rdkit_desc_166,0.04681716859340668,,False,0.04681716542681992,1,0.0010103963515005413,0.0003253209741715671,average_precision,test,10,16
92,rdkit_desc_92,0.0036685760132968426,,False,0.0036685757651642756,107,0.0010058020338278204,0.0006290117181757458,average_precision,test,10,17
62,rdkit_desc_62,0.02283409796655178,,False,0.022834096422115105,6,0.0010031469406464968,0.0013666965983427947,average_precision,test,10,18
57,rdkit_desc_57,0.0033347364515066147,,False,0.0033347362259540537,131,0.0009686885398490025,0.0007645070708121821,average_precision,test,10,19
52,rdkit_desc_52,0.004889058414846659,,False,0.0048890580841639605,61,0.0009224873502728437,0.0009176476683832491,average_precision,test,10,20
24,rdkit_desc_24,0.006112623959779739,,False,0.006112623546338375,39,0.0009126697117667608,0.0010406905310183648,average_precision,test,10,21
47,rdkit_desc_47,0.0030477195978164673,,False,0.0030477193916769504,148,0.0008737587219389394,0.0007532294645229774,average_precision,test,10,22
28,rdkit_desc_28,0.0036869309842586517,,False,0.0036869307348846043,105,0.0008116960844577831,0.00042731225075196434,average_precision,test,10,23
70,rdkit_desc_70,0.006269538775086403,,False,0.006269538351031744,35,0.0008107280298168575,0.00039137091617617327,average_precision,test,10,24
