mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
29.208868503570557,0.27191948890686035,0.14544856548309326,0.003804326057434082,0.8,1.0,200,5,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.42865015818009,0.40793083238179145,0.41829049528094076,0.010359662899149275,11,0.6735844922467306,0.6476989889570429,0.6606417406018867,0.01294275164484382
23.805655598640442,0.15791642665863037,0.13795483112335205,0.004015803337097168,1.0,5.0,100,1,3,0.05,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.3618385901506093,0.35140621179161924,0.3566224009711143,0.00521618917949504,39,0.45485493181045034,0.46442037169939654,0.45963765175492344,0.004782719944473102
22.742687344551086,1.499205470085144,0.1558527946472168,0.012670278549194336,0.8,1.0,100,5,4,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.4000402779196145,0.387102973651744,0.3935716257856793,0.006468652133935243,28,0.5161368907352598,0.5175844926078751,0.5168606916715675,0.0007238009363076392
27.0169038772583,0.7987043857574463,0.15548408031463623,0.012559771537780762,0.8,5.0,200,1,4,0.03,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.392733737933288,0.3900736023235441,0.39140367012841604,0.0013300678048719372,30,0.5264907334109743,0.5280365503971046,0.5272636419040395,0.0007729084930651609
29.911186814308167,2.2229477167129517,0.14750099182128906,0.029261112213134766,0.8,1.0,300,1,4,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.44954968174896337,0.4407088825230102,0.4451292821359868,0.004420399612976578,3,0.8510468680338498,0.8604248698209278,0.8557358689273888,0.004689000893539019
29.777308583259583,1.53040611743927,0.15333771705627441,0.062023162841796875,1.0,5.0,300,1,5,0.03,1.0,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",0.41622110374041893,0.4095736732016189,0.4128973884710189,0.003323715269400007,17,0.6080417262242245,0.6071154995894472,0.6075786129068359,0.0004631133173886304
26.264378547668457,0.2544889450073242,0.16970491409301758,0.00023174285888671875,0.8,5.0,200,1,5,0.1,1.0,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.4475204400983547,0.44956996713863684,0.44854520361849576,0.001024763520141081,1,0.7649722427909341,0.7520563461076284,0.7585142944492813,0.006457948341652864
30.20635688304901,1.547157883644104,0.11410701274871826,0.03464305400848389,0.8,5.0,300,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.4348530242196557,0.42150580223342426,0.42817941322653996,0.006673610993115725,7,0.6740153455001665,0.6616804721518839,0.6678479088260252,0.0061674366741413245
22.714312314987183,1.9927310943603516,0.12681996822357178,0.002304673194885254,1.0,5.0,100,1,5,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.41630066591269577,0.41266645799614843,0.4144835619544221,0.0018171039582736692,16,0.6203229676721497,0.6193595262063525,0.6198412469392511,0.00048172073289859396
26.960823893547058,1.150915503501892,0.14580607414245605,0.0013606548309326172,0.8,1.0,200,1,3,0.1,0.8,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.4338990862986217,0.42347856438895337,0.4286888253437875,0.0052102609548341505,6,0.6954601282419041,0.7137843391930412,0.7046222337174726,0.00916210547556856
