mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__l1_ratio,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.44714832305908203,0.0,0.004990339279174805,0.0,0.005,,0.0,"{'model__C': 0.005, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.8102309252986639,0.8102309252986639,0.0,59,0.8568354007142955,0.8568354007142955,0.0
0.48179006576538086,0.0,0.004519939422607422,0.0,0.005,,0.25,"{'model__C': 0.005, 'model__class_weight': None, 'model__l1_ratio': 0.25}",0.7622496162409816,0.7622496162409816,0.0,69,0.7808631234220085,0.7808631234220085,0.0
0.0926511287689209,0.0,0.0030629634857177734,0.0,0.005,,0.5,"{'model__C': 0.005, 'model__class_weight': None, 'model__l1_ratio': 0.5}",0.7191240512541399,0.7191240512541399,0.0,76,0.7104721488204717,0.7104721488204717,0.0
0.026560068130493164,0.0,0.00839853286743164,0.0,0.005,,0.75,"{'model__C': 0.005, 'model__class_weight': None, 'model__l1_ratio': 0.75}",0.6336134453781512,0.6336134453781512,0.0,77,0.6347607052896725,0.6347607052896725,0.0
0.04677867889404297,0.0,0.0052525997161865234,0.0,0.005,,1.0,"{'model__C': 0.005, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.6336134453781512,0.6336134453781512,0.0,77,0.6347607052896725,0.6347607052896725,0.0
0.44052720069885254,0.0,0.004611492156982422,0.0,0.005,balanced,0.0,"{'model__C': 0.005, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.8137080166159629,0.8137080166159629,0.0,56,0.8624996114877546,0.8624996114877546,0.0
0.45528459548950195,0.0,0.00474095344543457,0.0,0.005,balanced,0.25,"{'model__C': 0.005, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.25}",0.7675473520936529,0.7675473520936529,0.0,67,0.7886134203481427,0.7886134203481427,0.0
0.19979453086853027,0.0,0.0032968521118164062,0.0,0.005,balanced,0.5,"{'model__C': 0.005, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.5}",0.7228717264376634,0.7228717264376634,0.0,73,0.7210626670704754,0.7210626670704754,0.0
0.044934749603271484,0.0,0.004681110382080078,0.0,0.005,balanced,0.75,"{'model__C': 0.005, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.75}",0.6336134453781512,0.6336134453781512,0.0,77,0.6347607052896725,0.6347607052896725,0.0
0.03942251205444336,0.0,0.005034208297729492,0.0,0.005,balanced,1.0,"{'model__C': 0.005, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.6336134453781512,0.6336134453781512,0.0,77,0.6347607052896725,0.6347607052896725,0.0
0.7727127075195312,0.0,0.005027055740356445,0.0,0.01,,0.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.814968196799322,0.814968196799322,0.0,53,0.8693927922500007,0.8693927922500007,0.0
0.8195126056671143,0.0,0.004602909088134766,0.0,0.01,,0.25,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.25}",0.7909626916713135,0.7909626916713135,0.0,66,0.8181777427175227,0.8181777427175227,0.0
0.27897024154663086,0.0,0.003503084182739258,0.0,0.01,,0.5,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.5}",0.7619158410618057,0.7619158410618057,0.0,70,0.7819823473375621,0.7819823473375621,0.0
0.36404967308044434,0.0,0.0031239986419677734,0.0,0.01,,0.75,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 0.75}",0.7253889990971653,0.7253889990971653,0.0,72,0.7272193521608843,0.7272193521608843,0.0
0.47453904151916504,0.0,0.004647970199584961,0.0,0.01,,1.0,"{'model__C': 0.01, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.7191337852638223,0.7191337852638223,0.0,75,0.7105189261103988,0.7105189261103988,0.0
0.7438755035400391,0.0,0.0045702457427978516,0.0,0.01,balanced,0.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.8178868792447613,0.8178868792447613,0.0,50,0.8749113634710008,0.8749113634710008,0.0
0.8635728359222412,0.0,0.005087137222290039,0.0,0.01,balanced,0.25,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.25}",0.7968170912042031,0.7968170912042031,0.0,65,0.8258551271002583,0.8258551271002583,0.0
0.6851315498352051,0.0,0.004588127136230469,0.0,0.01,balanced,0.5,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.5}",0.767054940866013,0.767054940866013,0.0,68,0.7898929130960113,0.7898929130960113,0.0
0.7174303531646729,0.0,0.0044934749603271484,0.0,0.01,balanced,0.75,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.75}",0.7275946376719769,0.7275946376719769,0.0,71,0.7318529818373489,0.7318529818373489,0.0
0.28553199768066406,0.0,0.003095388412475586,0.0,0.01,balanced,1.0,"{'model__C': 0.01, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.7214993035074619,0.7214993035074619,0.0,74,0.7158936571283309,0.7158936571283309,0.0
1.988133430480957,0.0,0.003944873809814453,0.0,0.05,,0.0,"{'model__C': 0.05, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.8239853575855445,0.8239853575855445,0.0,45,0.8946553640412234,0.8946553640412234,0.0
1.6206510066986084,0.0,0.0031659603118896484,0.0,0.05,,0.25,"{'model__C': 0.05, 'model__class_weight': None, 'model__l1_ratio': 0.25}",0.814370944971955,0.814370944971955,0.0,54,0.8773114319157507,0.8773114319157507,0.0
1.5073268413543701,0.0,0.003101825714111328,0.0,0.05,,0.5,"{'model__C': 0.05, 'model__class_weight': None, 'model__l1_ratio': 0.5}",0.8093433922492931,0.8093433922492931,0.0,60,0.8636430478448911,0.8636430478448911,0.0
2.6970055103302,0.0,0.005171060562133789,0.0,0.05,,0.75,"{'model__C': 0.05, 'model__class_weight': None, 'model__l1_ratio': 0.75}",0.8055543946549675,0.8055543946549675,0.0,62,0.8515640819327049,0.8515640819327049,0.0
3.022334098815918,0.0,0.0032279491424560547,0.0,0.05,,1.0,"{'model__C': 0.05, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.7986126143942791,0.7986126143942791,0.0,64,0.8382395585464062,0.8382395585464062,0.0
1.081373929977417,0.0,0.0030791759490966797,0.0,0.05,balanced,0.0,"{'model__C': 0.05, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.8256226789088645,0.8256226789088645,0.0,43,0.9001218566049494,0.9001218566049494,0.0
1.4473257064819336,0.0,0.002962827682495117,0.0,0.05,balanced,0.25,"{'model__C': 0.05, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.25}",0.8179276504370712,0.8179276504370712,0.0,49,0.8836758203141215,0.8836758203141215,0.0
2.7251243591308594,0.0,0.0033185482025146484,0.0,0.05,balanced,0.5,"{'model__C': 0.05, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.5}",0.8121068668713416,0.8121068668713416,0.0,58,0.8700335155508405,0.8700335155508405,0.0
2.2252984046936035,0.0,0.0034406185150146484,0.0,0.05,balanced,0.75,"{'model__C': 0.05, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.75}",0.8089996495792176,0.8089996495792176,0.0,61,0.8580440665934759,0.8580440665934759,0.0
2.25787615776062,0.0,0.003366708755493164,0.0,0.05,balanced,1.0,"{'model__C': 0.05, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.8038680360864952,0.8038680360864952,0.0,63,0.8452071149347188,0.8452071149347188,0.0
1.5217633247375488,0.0,0.0030853748321533203,0.0,0.1,,0.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.827401244083102,0.827401244083102,0.0,42,0.9033468214392597,0.9033468214392597,0.0
2.063333749771118,0.0,0.0033016204833984375,0.0,0.1,,0.25,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.25}",0.8229653212356944,0.8229653212356944,0.0,46,0.8927636848633447,0.8927636848633447,0.0
3.749626398086548,0.0,0.0030748844146728516,0.0,0.1,,0.5,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.5}",0.818317077556526,0.818317077556526,0.0,48,0.8827603519887749,0.8827603519887749,0.0
5.54915714263916,0.0,0.003370046615600586,0.0,0.1,,0.75,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 0.75}",0.814165328216089,0.814165328216089,0.0,55,0.8756392093235874,0.8756392093235874,0.0
4.427850723266602,0.0,0.0069446563720703125,0.0,0.1,,1.0,"{'model__C': 0.1, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.8130213028183472,0.8130213028183472,0.0,57,0.8677558046375535,0.8677558046375535,0.0
3.6126604080200195,0.0,0.004266500473022461,0.0,0.1,balanced,0.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.8288962511963212,0.8288962511963212,0.0,39,0.9082224318885582,0.9082224318885582,0.0
3.4717178344726562,0.0,0.003396272659301758,0.0,0.1,balanced,0.25,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.25}",0.8253189603038011,0.8253189603038011,0.0,44,0.8983970061828739,0.8983970061828739,0.0
2.9127421379089355,0.0,0.003945112228393555,0.0,0.1,balanced,0.5,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.5}",0.8220187568698252,0.8220187568698252,0.0,47,0.8887768159490139,0.8887768159490139,0.0
3.2052040100097656,0.0,0.002925395965576172,0.0,0.1,balanced,0.75,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.75}",0.8172936571413341,0.8172936571413341,0.0,51,0.8813461386725308,0.8813461386725308,0.0
3.2985856533050537,0.0,0.002873659133911133,0.0,0.1,balanced,1.0,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__l1_ratio': 1.0}",0.8155681704020188,0.8155681704020188,0.0,52,0.8742821202150162,0.8742821202150162,0.0
7.087996482849121,0.0,0.0035047531127929688,0.0,0.5,,0.0,"{'model__C': 0.5, 'model__class_weight': None, 'model__l1_ratio': 0.0}",0.8333121727150881,0.8333121727150881,0.0,31,0.9172981105464346,0.9172981105464346,0.0
6.782161235809326,0.0,0.004002571105957031,0.0,0.5,,0.25,"{'model__C': 0.5, 'model__class_weight': None, 'model__l1_ratio': 0.25}",0.8319434810877953,0.8319434810877953,0.0,35,0.9149495291469852,0.9149495291469852,0.0
10.055688858032227,0.0,0.0035495758056640625,0.0,0.5,,0.5,"{'model__C': 0.5, 'model__class_weight': None, 'model__l1_ratio': 0.5}",0.8314992338158196,0.8314992338158196,0.0,36,0.9123706208778464,0.9123706208778464,0.0
11.769203901290894,0.0,0.0039005279541015625,0.0,0.5,,0.75,"{'model__C': 0.5, 'model__class_weight': None, 'model__l1_ratio': 0.75}",0.8295774726771153,0.8295774726771153,0.0,38,0.9094333788873843,0.9094333788873843,0.0
13.903281688690186,0.0,0.002573728561401367,0.0,0.5,,1.0,"{'model__C': 0.5, 'model__class_weight': None, 'model__l1_ratio': 1.0}",0.8282265129083235,0.8282265129083235,0.0,41,0.9069712305934148,0.9069712305934148,0.0
5.005470037460327,0.0,0.0031495094299316406,0.0,0.5,balanced,0.0,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.0}",0.8338266252316682,0.8338266252316682,0.0,29,0.9216509075356657,0.9216509075356657,0.0
8.689873218536377,0.0,0.0031495094299316406,0.0,0.5,balanced,0.25,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__l1_ratio': 0.25}",0.8328038336109226,0.8328038336109226,0.0,33,0.9196235618510574,0.9196235618510574,0.0
