feature_idx,feature_name,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight
286,ecfp4_bit_286,-0.3385981581054095,0.3385981581054095,0.004576319923712285,negative,1
443,ecfp4_bit_443,0.29789516620958634,0.29789516620958634,0.00402619905533601,positive,2
635,ecfp4_bit_635,0.2967585228757944,0.2967585228757944,0.004010836764047445,positive,3
977,ecfp4_bit_977,-0.2952819173351533,0.2952819173351533,0.0039908797170484,negative,4
490,ecfp4_bit_490,-0.2825593832983876,0.2825593832983876,0.0038189284391137064,negative,5
287,ecfp4_bit_287,0.2720395706347872,0.2720395706347872,0.0036767480192451255,positive,6
185,ecfp4_bit_185,0.2707045440295976,0.2707045440295976,0.00365870448089217,positive,7
501,ecfp4_bit_501,-0.25867653006268804,0.25867653006268804,0.003496139981819136,negative,8
131,ecfp4_bit_131,-0.2552386385621177,0.2552386385621177,0.0034496751945986355,negative,9
982,ecfp4_bit_982,0.2481130644016978,0.2481130644016978,0.0033533695703132625,positive,10
671,ecfp4_bit_671,0.24174892139889884,0.24174892139889884,0.003267355061008116,positive,11
580,ecfp4_bit_580,-0.2312820835645147,0.2312820835645147,0.003125890621899012,negative,12
273,ecfp4_bit_273,-0.229080871326078,0.229080871326078,0.0030961401605278036,negative,13
1002,ecfp4_bit_1002,0.227866907505983,0.227866907505983,0.003079732845001778,positive,14
465,ecfp4_bit_465,-0.2254942287247373,0.2254942287247373,0.0030476649293346056,negative,15
798,ecfp4_bit_798,0.22307638543020206,0.22307638543020206,0.003014986593152543,positive,16
972,ecfp4_bit_972,-0.22259297649593665,0.22259297649593665,0.003008453084672882,negative,17
626,ecfp4_bit_626,0.22192247573185464,0.22192247573185464,0.002999390938491397,positive,18
32,ecfp4_bit_32,-0.21752578777214268,0.21752578777214268,0.0029399675475876817,negative,19
773,ecfp4_bit_773,0.21552369084593517,0.21552369084593517,0.0029129082271711947,positive,20
856,ecfp4_bit_856,0.2145831738572165,0.2145831738572165,0.002900196679482494,positive,21
262,ecfp4_bit_262,0.21389616757713928,0.21389616757713928,0.0028909114531693193,positive,22
0,ecfp4_bit_0,-0.21312825137910482,0.21312825137910482,0.0028805326896920755,negative,23
339,ecfp4_bit_339,-0.21262135563451337,0.21262135563451337,0.0028736817454689924,negative,24
929,ecfp4_bit_929,0.21142926788261676,0.21142926788261676,0.002857570095717727,positive,25
979,ecfp4_bit_979,-0.21111305982261783,0.21111305982261783,0.002853296388934712,negative,26
486,ecfp4_bit_486,0.20872670658784728,0.20872670658784728,0.0028210436563315534,positive,27
114,ecfp4_bit_114,-0.20594919410973087,0.20594919410973087,0.0027835042149976564,negative,28
754,ecfp4_bit_754,-0.20329821179971738,0.20329821179971738,0.0027476748908495116,negative,29
151,ecfp4_bit_151,-0.20316607429349862,0.20316607429349862,0.002745888987743121,negative,30
647,ecfp4_bit_647,-0.20192995330946292,0.20192995330946292,0.0027291822072957202,negative,31
434,ecfp4_bit_434,0.20144278493479875,0.20144278493479875,0.002722597888138012,positive,32
78,ecfp4_bit_78,-0.20051789028004952,0.20051789028004952,0.0027100974839434143,negative,33
783,ecfp4_bit_783,0.20002477221384865,0.20002477221384865,0.0027034327517909285,positive,34
360,ecfp4_bit_360,-0.19813297052586507,0.19813297052586507,0.002677864125532375,negative,35
203,ecfp4_bit_203,0.19415648123554496,0.19415648123554496,0.0026241199254234803,positive,36
320,ecfp4_bit_320,0.19410354440448435,0.19410354440448435,0.0026234044582276856,positive,37
205,ecfp4_bit_205,-0.19311940906771738,0.19311940906771738,0.0026101033872045114,negative,38
637,ecfp4_bit_637,-0.1923018708062901,0.1923018708062901,0.002599053957239798,negative,39
51,ecfp4_bit_51,-0.19092014090795947,0.19092014090795947,0.002580379201008694,negative,40
408,ecfp4_bit_408,0.18808023649126485,0.18808023649126485,0.0025419965020705847,positive,41
