mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
6.660484552383423,0.0,2.5016417503356934,0.0,0.01,,"{'C': 0.01, 'class_weight': None}",0.4312487716650852,0.4312487716650852,0.0,3,0.5883517703366222,0.5883517703366222,0.0
22.732733011245728,0.0,12.130062818527222,0.0,0.01,balanced,"{'C': 0.01, 'class_weight': 'balanced'}",0.44168269970132207,0.44168269970132207,0.0,2,0.5689812666685641,0.5689812666685641,0.0
8.98273491859436,0.0,2.748781681060791,0.0,0.1,,"{'C': 0.1, 'class_weight': None}",0.4619258404386232,0.4619258404386232,0.0,1,0.7489463172287757,0.7489463172287757,0.0
17.778052806854248,0.0,5.697681665420532,0.0,0.1,balanced,"{'C': 0.1, 'class_weight': 'balanced'}",0.3837198558505792,0.3837198558505792,0.0,5,0.599420936934261,0.599420936934261,0.0
9.49550461769104,0.0,2.636187791824341,0.0,0.5,,"{'C': 0.5, 'class_weight': None}",0.41823015405097186,0.41823015405097186,0.0,4,0.8487833159082622,0.8487833159082622,0.0
14.387410163879395,0.0,5.730051279067993,0.0,0.5,balanced,"{'C': 0.5, 'class_weight': 'balanced'}",0.3612785755113418,0.3612785755113418,0.0,7,0.6760177067017342,0.6760177067017342,0.0
12.801880121231079,0.0,2.6278228759765625,0.0,1.0,,"{'C': 1.0, 'class_weight': None}",0.37510375889478265,0.37510375889478265,0.0,6,0.8745304154497415,0.8745304154497415,0.0
11.92600393295288,0.0,3.624861001968384,0.0,1.0,balanced,"{'C': 1.0, 'class_weight': 'balanced'}",0.3492946579504711,0.3492946579504711,0.0,8,0.7229589807560235,0.7229589807560235,0.0
14.326948165893555,0.0,2.5949385166168213,0.0,5.0,,"{'C': 5.0, 'class_weight': None}",0.30712739427807506,0.30712739427807506,0.0,9,0.9274138710511827,0.9274138710511827,0.0
15.55124568939209,0.0,3.1130940914154053,0.0,5.0,balanced,"{'C': 5.0, 'class_weight': 'balanced'}",0.2984118695425688,0.2984118695425688,0.0,10,0.857370907753801,0.857370907753801,0.0
17.18056845664978,0.0,2.7585744857788086,0.0,10.0,,"{'C': 10.0, 'class_weight': None}",0.28283676783995093,0.28283676783995093,0.0,11,0.9526861937269169,0.9526861937269169,0.0
16.351468086242676,0.0,2.655785322189331,0.0,10.0,balanced,"{'C': 10.0, 'class_weight': 'balanced'}",0.2746249754087003,0.2746249754087003,0.0,12,0.9037453894351752,0.9037453894351752,0.0
