feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,model,model_short,fingerprint,protocol,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,importance,raw_importance,abs_importance,rank,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight,top_k
448,ecfp4_bit_448,0.0348326640031022,1.0,True,0.0348326640031022,4.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0348326640031022,0.0348326640031022,0.0348326640031022,4,,,,,,10
350,ecfp4_bit_350,0.0305699922726695,3.0,True,0.0305699922726695,5.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0305699922726695,0.0305699922726695,0.0305699922726695,5,,,,,,10
926,ecfp4_bit_926,0.026564035966387,4.0,True,0.026564035966387,6.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.026564035966387,0.026564035966387,0.026564035966387,6,,,,,,10
313,ecfp4_bit_313,0.0261486095406102,4.0,True,0.0261486095406102,7.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0261486095406102,0.0261486095406102,0.0261486095406102,7,,,,,,10
533,ecfp4_bit_533,0.0233158143978527,2.0,True,0.0233158143978527,8.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0233158143978527,0.0233158143978527,0.0233158143978527,8,,,,,,10
40,ecfp4_bit_40,0.0223006306139368,5.0,True,0.0223006306139368,9.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0223006306139368,0.0223006306139368,0.0223006306139368,9,,,,,,10
283,ecfp4_bit_283,0.0221833810323764,5.0,True,0.0221833810323764,10.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9096897043203851,0.9595722354542324,0.9573,0.6544,0.0221833810323764,0.0221833810323764,0.0221833810323764,10,,,,,,10
100,maccs_bit_100,0.0888012333748769,1.0,True,0.0888012333748769,1.0,Decision Tree,dt,maccs,OOD holdout,1,0.8426971011888071,0.9366169350222263,0.9679,0.6262,0.0888012333748769,0.0888012333748769,0.0888012333748769,1,,,,,,10
96,maccs_bit_96,0.0611558701588571,4.0,True,0.0611558701588571,2.0,Decision Tree,dt,maccs,OOD holdout,1,0.8426971011888071,0.9366169350222263,0.9679,0.6262,0.0611558701588571,0.0611558701588571,0.0611558701588571,2,,,,,,10
138,maccs_bit_138,0.0397253747878628,2.0,True,0.0397253747878628,3.0,Decision Tree,dt,maccs,OOD holdout,1,0.8426971011888071,0.9366169350222263,0.9679,0.6262,0.0397253747878628,0.0397253747878628,0.0397253747878628,3,,,,,,10
