feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,model,model_short,fingerprint,protocol,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,importance,raw_importance,abs_importance,rank,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight,top_k
34,ecfp4_bit_34,,,,,,SVM linear,svm,ecfp4,Random shuffle,1,0.9338965685020507,0.9913478956219439,0.9878,0.6587,0.0033102840551268,0.7811935747314878,0.7811935747314878,9,0.7811935747314878,0.7811935747314878,0.0033102840551268,positive,9.0,10
340,ecfp4_bit_340,,,,,,SVM linear,svm,ecfp4,Random shuffle,1,0.9338965685020507,0.9913478956219439,0.9878,0.6587,0.0033058363132957,0.7801439526196978,0.7801439526196978,10,0.7801439526196978,0.7801439526196978,0.0033058363132957,positive,10.0,10
832,ecfp4_bit_832,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0038405345476477,0.611815967462618,0.611815967462618,1,0.611815967462618,0.611815967462618,0.0038405345476477,positive,1.0,10
40,ecfp4_bit_40,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0037455067959679,0.5966775810977911,0.5966775810977911,2,0.5966775810977911,0.5966775810977911,0.0037455067959679,positive,2.0,10
219,ecfp4_bit_219,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0036454540981584,0.5807386961982668,0.5807386961982668,3,0.5807386961982668,0.5807386961982668,0.0036454540981584,positive,3.0,10
951,ecfp4_bit_951,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0035537186742276,0.5661247937723274,0.5661247937723274,4,0.5661247937723274,0.5661247937723274,0.0035537186742276,positive,4.0,10
172,ecfp4_bit_172,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0035523552205612,-0.5659075889239713,0.5659075889239713,5,-0.5659075889239713,0.5659075889239713,0.0035523552205612,negative,5.0,10
782,ecfp4_bit_782,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0035244847820795,-0.5614676915420536,0.5614676915420536,6,-0.5614676915420536,0.5614676915420536,0.0035244847820795,negative,6.0,10
1004,ecfp4_bit_1004,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0035085703068019,0.5589324376684444,0.5589324376684444,7,0.5589324376684444,0.5589324376684444,0.0035085703068019,positive,7.0,10
500,ecfp4_bit_500,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0034693277768546,-0.5526809104064129,0.5526809104064129,8,-0.5526809104064129,0.5526809104064129,0.0034693277768546,negative,8.0,10
202,ecfp4_bit_202,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0033318914620457,-0.5307866321839267,0.5307866321839267,9,-0.5307866321839267,0.5307866321839267,0.0033318914620457,negative,9.0,10
303,ecfp4_bit_303,,,,,,SVM linear,svm,ecfp4,Random shuffle,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.0032213031229133,0.5131693680096455,0.5131693680096455,10,0.5131693680096455,0.5131693680096455,0.0032213031229133,positive,10.0,10
1002,ecfp4_bit_1002,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0041425828594669,-0.6433500295997868,0.6433500295997868,1,-0.6433500295997868,0.6433500295997868,0.0041425828594669,negative,1.0,10
500,ecfp4_bit_500,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0039613519618334,-0.6152045688299643,0.6152045688299643,2,-0.6152045688299643,0.6152045688299643,0.0039613519618334,negative,2.0,10
13,ecfp4_bit_13,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0038404719132266,0.5964316956039003,0.5964316956039003,3,0.5964316956039003,0.5964316956039003,0.0038404719132266,positive,3.0,10
207,ecfp4_bit_207,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0038404551000537,0.596429084490096,0.596429084490096,4,0.596429084490096,0.596429084490096,0.0038404551000537,positive,4.0,10
506,ecfp4_bit_506,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0037571927520874,0.583498302935237,0.583498302935237,5,0.583498302935237,0.583498302935237,0.0037571927520874,positive,5.0,10
700,ecfp4_bit_700,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0037002959758854,0.5746621386639564,0.5746621386639564,6,0.5746621386639564,0.5746621386639564,0.0037002959758854,positive,6.0,10
776,ecfp4_bit_776,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0035477714189745,-0.5509748205022655,0.5509748205022655,7,-0.5509748205022655,0.5509748205022655,0.0035477714189745,negative,7.0,10
503,ecfp4_bit_503,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0035372122650037,-0.549334966273604,0.549334966273604,8,-0.549334966273604,0.549334966273604,0.0035372122650037,negative,8.0,10
297,ecfp4_bit_297,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.0035275264311433,0.5478307401151576,0.5478307401151576,9,0.5478307401151576,0.5478307401151576,0.0035275264311433,positive,9.0,10
484,ecfp4_bit_484,,,,,,SVM linear,svm,ecfp4,Random shuffle,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.003521201841875,0.5468485208497796,0.5468485208497796,10,0.5468485208497796,0.5468485208497796,0.003521201841875,positive,10.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0228666599882277,-1.2128708436715006,1.2128708436715006,1,-1.2128708436715006,1.2128708436715006,0.0228666599882277,negative,1.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0218438759177988,1.1586213389762996,1.1586213389762996,2,1.1586213389762996,1.1586213389762996,0.0218438759177988,positive,2.0,10
85,maccs_bit_85,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0205926589447183,1.092255521382583,1.092255521382583,3,1.092255521382583,1.092255521382583,0.0205926589447183,positive,3.0,10
76,maccs_bit_76,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0200522056885032,-1.063589332390925,1.063589332390925,4,-1.063589332390925,1.063589332390925,0.0200522056885032,negative,4.0,10
34,maccs_bit_34,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0196949253492412,-1.044638820740727,1.044638820740727,5,-1.044638820740727,1.044638820740727,0.0196949253492412,negative,5.0,10
148,maccs_bit_148,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0190377051435431,-1.0097791942901075,1.0097791942901075,6,-1.0097791942901075,1.0097791942901075,0.0190377051435431,negative,6.0,10
162,maccs_bit_162,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.018853334720294,0.9999999999998472,0.9999999999998472,7,0.9999999999998472,0.9999999999998472,0.018853334720294,positive,7.0,10
86,maccs_bit_86,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0187957747748764,0.9969469621011626,0.9969469621011626,8,0.9969469621011626,0.9969469621011626,0.0187957747748764,positive,8.0,10
100,maccs_bit_100,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0177480257597307,0.9413732914116116,0.9413732914116116,9,0.9413732914116116,0.9413732914116116,0.0177480257597307,positive,9.0,10
122,maccs_bit_122,,,,,,SVM linear,svm,maccs,OOD holdout,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.0171140104958756,-0.9077444786174204,0.9077444786174204,10,-0.9077444786174204,0.9077444786174204,0.0171140104958756,negative,10.0,10
13,maccs_bit_13,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0544961410384515,-6.570356155432619,6.570356155432619,1,-6.570356155432619,6.570356155432619,0.0544961410384515,negative,1.0,10
76,maccs_bit_76,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0357895932994442,4.314991303136779,4.314991303136779,2,4.314991303136779,4.314991303136779,0.0357895932994442,positive,2.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0342305013017341,4.1270185493079765,4.1270185493079765,3,4.1270185493079765,4.1270185493079765,0.0342305013017341,positive,3.0,10
162,maccs_bit_162,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0342235284853799,4.12617786800503,4.12617786800503,4,4.12617786800503,4.12617786800503,0.0342235284853799,positive,4.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0305749202155706,-3.686281476306596,3.686281476306596,5,-3.686281476306596,3.686281476306596,0.0305749202155706,negative,5.0,10
49,maccs_bit_49,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0303198671681448,3.655530870333717,3.655530870333717,6,3.655530870333717,3.655530870333717,0.0303198671681448,positive,6.0,10
63,maccs_bit_63,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0230092255690259,-2.774119487515968,2.774119487515968,7,-2.774119487515968,2.774119487515968,0.0230092255690259,negative,7.0,10
56,maccs_bit_56,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0230092255690259,-2.774119487515968,2.774119487515968,8,-2.774119487515968,2.774119487515968,0.0230092255690259,negative,8.0,10
148,maccs_bit_148,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0230050081491494,-2.7736110120511484,2.7736110120511484,9,-2.7736110120511484,2.7736110120511484,0.0230050081491494,negative,9.0,10
64,maccs_bit_64,,,,,,SVM linear,svm,maccs,OOD holdout,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.0217955436008188,-2.627791277140105,2.627791277140105,10,-2.627791277140105,2.627791277140105,0.0217955436008188,negative,10.0,10
13,maccs_bit_13,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0376728168032916,-4.841693720580618,4.841693720580618,1,-4.841693720580618,4.841693720580618,0.0376728168032916,negative,1.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0326388046251463,-4.194724706303909,4.194724706303909,2,-4.194724706303909,4.194724706303909,0.0326388046251463,negative,2.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.031109430947529,3.998170279009429,3.998170279009429,3,3.998170279009429,3.998170279009429,0.031109430947529,positive,3.0,10
76,maccs_bit_76,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0294046524883592,-3.779072906921698,3.779072906921698,4,-3.779072906921698,3.779072906921698,0.0294046524883592,negative,4.0,10
73,maccs_bit_73,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0287039419650203,-3.689017900987068,3.689017900987068,5,-3.689017900987068,3.689017900987068,0.0287039419650203,negative,5.0,10
51,maccs_bit_51,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0278541938492837,-3.579808649724569,3.579808649724569,6,-3.579808649724569,3.579808649724569,0.0278541938492837,negative,6.0,10
56,maccs_bit_56,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0249805446730411,-3.210488531072073,3.210488531072073,7,-3.210488531072073,3.210488531072073,0.0249805446730411,negative,7.0,10
63,maccs_bit_63,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0249805446730411,-3.210488531072073,3.210488531072073,8,-3.210488531072073,3.210488531072073,0.0249805446730411,negative,8.0,10
34,maccs_bit_34,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0240982428470306,-3.0970954913915705,3.0970954913915705,9,-3.0970954913915705,3.0970954913915705,0.0240982428470306,negative,9.0,10
50,maccs_bit_50,,,,,,SVM linear,svm,maccs,OOD holdout,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.0234132433517463,3.0090596598200534,3.0090596598200534,10,3.0090596598200534,3.0090596598200534,0.0234132433517463,positive,10.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0390646584580189,4.197175563656714,4.197175563656714,1,4.197175563656714,4.197175563656714,0.0390646584580189,positive,1.0,10
67,maccs_bit_67,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0298226023924471,3.2041928163980917,3.2041928163980917,2,3.2041928163980917,3.2041928163980917,0.0298226023924471,positive,2.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0297525064735027,-3.1966615876681224,3.1966615876681224,3,-3.1966615876681224,3.1966615876681224,0.0297525064735027,negative,3.0,10
51,maccs_bit_51,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0266688611852009,-2.865349318166153,2.865349318166153,4,-2.865349318166153,2.865349318166153,0.0266688611852009,negative,4.0,10
78,maccs_bit_78,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0253485671007007,-2.7234946012163097,2.7234946012163097,5,-2.7234946012163097,2.7234946012163097,0.0253485671007007,negative,5.0,10
119,maccs_bit_119,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0251504897177265,2.702212819054416,2.702212819054416,6,2.702212819054416,2.702212819054416,0.0251504897177265,positive,6.0,10
162,maccs_bit_162,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0237898355205017,2.5560217406576555,2.5560217406576555,7,2.5560217406576555,2.5560217406576555,0.0237898355205017,positive,7.0,10
63,maccs_bit_63,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0225380090065745,-2.4215232998268164,2.4215232998268164,8,-2.4215232998268164,2.4215232998268164,0.0225380090065745,negative,8.0,10
56,maccs_bit_56,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.0225380090065745,-2.4215232998268164,2.4215232998268164,9,-2.4215232998268164,2.4215232998268164,0.0225380090065745,negative,9.0,10
34,maccs_bit_34,,,,,,SVM linear,svm,maccs,Random shuffle,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.021804145945894,-2.342675762770561,2.342675762770561,10,-2.342675762770561,2.342675762770561,0.021804145945894,negative,10.0,10
13,maccs_bit_13,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0577539033173763,-7.727395889064311,7.727395889064311,1,-7.727395889064311,7.727395889064311,0.0577539033173763,negative,1.0,10
76,maccs_bit_76,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0372799218815578,4.988004248113143,4.988004248113143,2,4.988004248113143,4.988004248113143,0.0372799218815578,positive,2.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0352117076299636,4.711279916293563,4.711279916293563,3,4.711279916293563,4.711279916293563,0.0352117076299636,positive,3.0,10
162,maccs_bit_162,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0318046535428867,4.255420584992294,4.255420584992294,4,4.255420584992294,4.255420584992294,0.0318046535428867,positive,4.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0312461754763271,-4.180696958228056,4.180696958228056,5,-4.180696958228056,4.180696958228056,0.0312461754763271,negative,5.0,10
49,maccs_bit_49,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0304626617189467,4.075863853623247,4.075863853623247,6,4.075863853623247,4.075863853623247,0.0304626617189467,positive,6.0,10
50,maccs_bit_50,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0247819811967486,-3.315796311987256,3.315796311987256,7,-3.315796311987256,3.315796311987256,0.0247819811967486,negative,7.0,10
63,maccs_bit_63,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0240650625303332,-3.219873542487015,3.219873542487015,8,-3.219873542487015,3.219873542487015,0.0240650625303332,negative,8.0,10
56,maccs_bit_56,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0240650625303332,-3.219873542487015,3.219873542487015,9,-3.219873542487015,3.219873542487015,0.0240650625303332,negative,9.0,10
64,maccs_bit_64,,,,,,SVM linear,svm,maccs,Random shuffle,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.0236971070820171,-3.1706415900932257,3.1706415900932257,10,-3.1706415900932257,3.1706415900932257,0.0236971070820171,negative,10.0,10
13,maccs_bit_13,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0338070092911906,-3.982455845203746,3.982455845203746,1,-3.982455845203746,3.982455845203746,0.0338070092911906,negative,1.0,10
30,maccs_bit_30,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0329327707073008,-3.879470794721271,3.879470794721271,2,-3.879470794721271,3.879470794721271,0.0329327707073008,negative,2.0,10
59,maccs_bit_59,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0316652081445995,3.7301522941254106,3.7301522941254106,3,3.7301522941254106,3.7301522941254106,0.0316652081445995,positive,3.0,10
73,maccs_bit_73,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0308578616454418,-3.6350471117361103,3.6350471117361103,4,-3.6350471117361103,3.6350471117361103,0.0308578616454418,negative,4.0,10
76,maccs_bit_76,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.029397414575198,-3.463006872346501,3.463006872346501,5,-3.463006872346501,3.463006872346501,0.029397414575198,negative,5.0,10
34,maccs_bit_34,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0265428749105179,-3.1267429314857687,3.1267429314857687,6,-3.1267429314857687,3.1267429314857687,0.0265428749105179,negative,6.0,10
51,maccs_bit_51,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0255957149883835,-3.015167768602911,3.015167768602911,7,-3.015167768602911,3.015167768602911,0.0255957149883835,negative,7.0,10
50,maccs_bit_50,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0223278869103187,2.6302185730524688,2.6302185730524688,8,2.6302185730524688,2.6302185730524688,0.0223278869103187,positive,8.0,10
49,maccs_bit_49,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0215696543728002,2.540899001035456,2.540899001035456,9,2.540899001035456,2.540899001035456,0.0215696543728002,positive,9.0,10
63,maccs_bit_63,,,,,,SVM linear,svm,maccs,Random shuffle,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.0213293140657633,-2.5125869828870058,2.5125869828870058,10,-2.5125869828870058,2.5125869828870058,0.0213293140657633,negative,10.0,10
767,ecfp4_bit_767,0.1651143125657736,0.0,True,0.1651143125657736,1.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.1651143125657736,0.1651143125657736,0.1651143125657736,1,,,,,,20
592,ecfp4_bit_592,0.0425881661724934,1.0,True,0.0425881661724934,2.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0425881661724934,0.0425881661724934,0.0425881661724934,2,,,,,,20
830,ecfp4_bit_830,0.0408486229553096,3.0,True,0.0408486229553096,3.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0408486229553096,0.0408486229553096,0.0408486229553096,3,,,,,,20
268,ecfp4_bit_268,0.0381035132028158,2.0,True,0.0381035132028158,4.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0381035132028158,0.0381035132028158,0.0381035132028158,4,,,,,,20
875,ecfp4_bit_875,0.0360582843029077,9.0,True,0.0360582843029077,5.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0360582843029077,0.0360582843029077,0.0360582843029077,5,,,,,,20
673,ecfp4_bit_673,0.0360439683459424,5.0,True,0.0360439683459424,6.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0360439683459424,0.0360439683459424,0.0360439683459424,6,,,,,,20
13,ecfp4_bit_13,0.0307932058224098,13.0,True,0.0307932058224098,7.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0307932058224098,0.0307932058224098,0.0307932058224098,7,,,,,,20
74,ecfp4_bit_74,0.0305439063777049,12.0,True,0.0305439063777049,8.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0305439063777049,0.0305439063777049,0.0305439063777049,8,,,,,,20
313,ecfp4_bit_313,0.0287601118417255,5.0,True,0.0287601118417255,9.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0287601118417255,0.0287601118417255,0.0287601118417255,9,,,,,,20
136,ecfp4_bit_136,0.0268628180730067,10.0,True,0.0268628180730067,10.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0268628180730067,0.0268628180730067,0.0268628180730067,10,,,,,,20
15,ecfp4_bit_15,0.0252859969905672,14.0,True,0.0252859969905672,11.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0252859969905672,0.0252859969905672,0.0252859969905672,11,,,,,,20
471,ecfp4_bit_471,0.0243910064425921,7.0,True,0.0243910064425921,12.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0243910064425921,0.0243910064425921,0.0243910064425921,12,,,,,,20
39,ecfp4_bit_39,0.0232882926752873,2.0,True,0.0232882926752873,13.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0232882926752873,0.0232882926752873,0.0232882926752873,13,,,,,,20
610,ecfp4_bit_610,0.0231048935802412,3.0,True,0.0231048935802412,14.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0231048935802412,0.0231048935802412,0.0231048935802412,14,,,,,,20
392,ecfp4_bit_392,0.0230660012324099,6.0,True,0.0230660012324099,15.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0230660012324099,0.0230660012324099,0.0230660012324099,15,,,,,,20
484,ecfp4_bit_484,0.0225424904493424,11.0,True,0.0225424904493424,16.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0225424904493424,0.0225424904493424,0.0225424904493424,16,,,,,,20
648,ecfp4_bit_648,0.0213783388363517,10.0,True,0.0213783388363517,17.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0213783388363517,0.0213783388363517,0.0213783388363517,17,,,,,,20
458,ecfp4_bit_458,0.0207302350353141,13.0,True,0.0207302350353141,18.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0207302350353141,0.0207302350353141,0.0207302350353141,18,,,,,,20
668,ecfp4_bit_668,0.0205782156164327,9.0,True,0.0205782156164327,19.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0205782156164327,0.0205782156164327,0.0205782156164327,19,,,,,,20
416,ecfp4_bit_416,0.0181203063830607,8.0,True,0.0181203063830607,20.0,Decision Tree,dt,ecfp4,OOD holdout,1,0.8551771770063913,0.9171713467005226,0.908,0.6979,0.0181203063830607,0.0181203063830607,0.0181203063830607,20,,,,,,20
887,ecfp4_bit_887,0.1081671047036721,2.0,True,0.1081671047036721,1.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.6998411944088918,0.8731814260225893,0.8189,0.7698,0.1081671047036721,0.1081671047036721,0.1081671047036721,1,,,,,,20
564,ecfp4_bit_564,0.0670791490831779,4.0,True,0.0670791490831779,2.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.6998411944088918,0.8731814260225893,0.8189,0.7698,0.0670791490831779,0.0670791490831779,0.0670791490831779,2,,,,,,20
618,ecfp4_bit_618,0.050101026194111,6.0,True,0.050101026194111,3.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.6998411944088918,0.8731814260225893,0.8189,0.7698,0.050101026194111,0.050101026194111,0.050101026194111,3,,,,,,20
724,ecfp4_bit_724,0.0498275267695888,2.0,True,0.0498275267695888,4.0,Decision Tree,dt,ecfp4,OOD holdout,2,0.6998411944088918,0.8731814260225893,0.8189,0.7698,0.0498275267695888,0.0498275267695888,0.0498275267695888,4,,,,,,20
