feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
99,maccs_bit_99,0.004968631706208959,10.0,True,0.004968631706208959,60
126,maccs_bit_126,0.004911754096273451,6.0,True,0.004911754096273451,61
72,maccs_bit_72,0.004403751066763692,10.0,True,0.004403751066763692,62
77,maccs_bit_77,0.00436338686815,7.0,True,0.00436338686815,63
142,maccs_bit_142,0.004337201853884756,5.0,True,0.004337201853884756,64
102,maccs_bit_102,0.0042896112650696585,7.0,True,0.0042896112650696585,65
157,maccs_bit_157,0.0042871778211106566,5.0,True,0.0042871778211106566,66
92,maccs_bit_92,0.004051395680254053,3.0,True,0.004051395680254053,67
96,maccs_bit_96,0.003981252396834675,10.0,True,0.003981252396834675,68
138,maccs_bit_138,0.003916170734617886,3.0,True,0.003916170734617886,69
78,maccs_bit_78,0.003843291281946504,7.0,True,0.003843291281946504,70
116,maccs_bit_116,0.003761405467977613,8.0,True,0.003761405467977613,71
166,maccs_bit_166,0.003726949130325811,4.0,True,0.003726949130325811,72
156,maccs_bit_156,0.0037111576141571683,6.0,True,0.0037111576141571683,73
