mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_l1_ratio,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.11144351959228516,0.0,0.003214597702026367,0.0,0.005,,0.0,"{'C': 0.005, 'class_weight': None, 'l1_ratio': 0.0}",0.8223503445985284,0.8223503445985284,0.0,58,0.8560483449987957,0.8560483449987957,0.0
0.02632617950439453,0.0,0.0017347335815429688,0.0,0.005,,0.25,"{'C': 0.005, 'class_weight': None, 'l1_ratio': 0.25}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.01398468017578125,0.0,0.002687692642211914,0.0,0.005,,0.5,"{'C': 0.005, 'class_weight': None, 'l1_ratio': 0.5}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.007710456848144531,0.0,0.0030868053436279297,0.0,0.005,,0.75,"{'C': 0.005, 'class_weight': None, 'l1_ratio': 0.75}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.013095617294311523,0.0,0.0025017261505126953,0.0,0.005,,1.0,"{'C': 0.005, 'class_weight': None, 'l1_ratio': 1.0}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.15779685974121094,0.0,0.004504680633544922,0.0,0.005,balanced,0.0,"{'C': 0.005, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.8263967640440595,0.8263967640440595,0.0,52,0.8621239382873092,0.8621239382873092,0.0
0.06521940231323242,0.0,0.0020647048950195312,0.0,0.005,balanced,0.25,"{'C': 0.005, 'class_weight': 'balanced', 'l1_ratio': 0.25}",0.7775751818951984,0.7775751818951984,0.0,68,0.8050216085219573,0.8050216085219573,0.0
0.03810572624206543,0.0,0.004820108413696289,0.0,0.005,balanced,0.5,"{'C': 0.005, 'class_weight': 'balanced', 'l1_ratio': 0.5}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.023711442947387695,0.0,0.0029811859130859375,0.0,0.005,balanced,0.75,"{'C': 0.005, 'class_weight': 'balanced', 'l1_ratio': 0.75}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.008642196655273438,0.0,0.0022704601287841797,0.0,0.005,balanced,1.0,"{'C': 0.005, 'class_weight': 'balanced', 'l1_ratio': 1.0}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.29550695419311523,0.0,0.004601478576660156,0.0,0.01,,0.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.0}",0.827676780898996,0.827676780898996,0.0,50,0.8671718756319258,0.8671718756319258,0.0
0.07378005981445312,0.0,0.002184152603149414,0.0,0.01,,0.25,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.25}",0.8120950611603104,0.8120950611603104,0.0,66,0.8361404865472246,0.8361404865472246,0.0
0.031061172485351562,0.0,0.002513408660888672,0.0,0.01,,0.5,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.5}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.030173301696777344,0.0,0.0025649070739746094,0.0,0.01,,0.75,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 0.75}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.026566028594970703,0.0,0.0026891231536865234,0.0,0.01,,1.0,"{'C': 0.01, 'class_weight': None, 'l1_ratio': 1.0}",0.6899159663865546,0.6899159663865546,0.0,69,0.6892797319932998,0.6892797319932998,0.0
0.22008109092712402,0.0,0.005934476852416992,0.0,0.01,balanced,0.0,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 0.0}",0.8308291604185415,0.8308291604185415,0.0,47,0.8725830754066983,0.8725830754066983,0.0
0.09010577201843262,0.0,0.0021495819091796875,0.0,0.01,balanced,0.25,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 0.25}",0.8265761493879429,0.8265761493879429,0.0,51,0.8426098936870456,0.8426098936870456,0.0
0.09757590293884277,0.0,0.0023751258850097656,0.0,0.01,balanced,0.5,"{'C': 0.01, 'class_weight': 'balanced', 'l1_ratio': 0.5}",0.7775971055978603,0.7775971055978603,0.0,67,0.8050350171172376,0.8050350171172376,0.0
