feature_idx,feature_name,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight
76,maccs_bit_76,-2.431588946867214,2.431588946867214,0.032529475966890715,negative,1
4,maccs_bit_4,2.061422397425606,2.061422397425606,0.027577436729616947,positive,2
50,maccs_bit_50,1.9015413703868946,1.9015413703868946,0.025438569453830807,positive,3
3,maccs_bit_3,1.782448779627517,1.782448779627517,0.023845364494607293,positive,4
8,maccs_bit_8,-1.7217860030205563,1.7217860030205563,0.023033825876510115,negative,5
78,maccs_bit_78,-1.6196237255851371,1.6196237255851371,0.02166711241417105,negative,6
7,maccs_bit_7,-1.5012278664098428,1.5012278664098428,0.020083228238112396,negative,7
16,maccs_bit_16,-1.3509545248388126,1.3509545248388126,0.018072891310319916,negative,8
30,maccs_bit_30,-1.3447926557245222,1.3447926557245222,0.01799045863866187,negative,9
119,maccs_bit_119,1.3410026239891704,1.3410026239891704,0.017939756094382038,positive,10
12,maccs_bit_12,-1.3045452967177396,1.3045452967177396,0.01745203478243044,negative,11
14,maccs_bit_14,1.298837211310682,1.298837211310682,0.017375672769309326,positive,12
87,maccs_bit_87,1.2932655559343924,1.2932655559343924,0.017301135899131362,positive,13
49,maccs_bit_49,1.2424171724650266,1.2424171724650266,0.016620892936951,positive,14
10,maccs_bit_10,-1.2396949272682807,1.2396949272682807,0.016584475100039207,negative,15
63,maccs_bit_63,-1.160305282065648,1.160305282065648,0.015522410905773875,negative,16
35,maccs_bit_35,1.0847076136790292,1.0847076136790292,0.014511075276820721,positive,17
51,maccs_bit_51,-0.9657951799901638,0.9657951799901638,0.01292028043510619,negative,18
40,maccs_bit_40,-0.9513827481823527,0.9513827481823527,0.012727472824790035,negative,19
120,maccs_bit_120,0.9500594184153351,0.9500594184153351,0.012709769493843441,positive,20
42,maccs_bit_42,0.9463571591191362,0.9463571591191362,0.012660241157668834,positive,21
25,maccs_bit_25,0.9399166663547567,0.9399166663547567,0.012574081095597595,positive,22
165,maccs_bit_165,-0.9385844978026152,0.9385844978026152,0.012556259520550313,negative,23
122,maccs_bit_122,0.9023792667788645,0.9023792667788645,0.01207191071892404,positive,24
37,maccs_bit_37,0.899475447211073,0.899475447211073,0.012033063804043809,positive,25
100,maccs_bit_100,-0.8329103850196661,0.8329103850196661,0.011142565188486398,negative,26
107,maccs_bit_107,-0.80691942206801,0.80691942206801,0.010794861516868084,negative,27
150,maccs_bit_150,0.7937907537967102,0.7937907537967102,0.010619227925689463,positive,28
55,maccs_bit_55,0.7704821978091351,0.7704821978091351,0.010307409140364907,positive,29
58,maccs_bit_58,0.7676631262661558,0.7676631262661558,0.010269695973374066,positive,30
137,maccs_bit_137,-0.7597974489838377,0.7597974489838377,0.01016446998094301,negative,31
148,maccs_bit_148,-0.7528725162718017,0.7528725162718017,0.010071829145197012,negative,32
102,maccs_bit_102,0.750431051456912,0.750431051456912,0.01003916755117131,positive,33
11,maccs_bit_11,0.7476541832368176,0.7476541832368176,0.010002018974663277,positive,34
64,maccs_bit_64,0.7314910721365148,0.7314910721365148,0.009785791007857916,positive,35
147,maccs_bit_147,0.7239075763969722,0.7239075763969722,0.00968434000285878,positive,36
33,maccs_bit_33,-0.6913187525836804,0.6913187525836804,0.009248371019536369,negative,37
34,maccs_bit_34,-0.6862039607705962,0.6862039607705962,0.009179946009802,negative,38
104,maccs_bit_104,-0.6633953680699627,0.6633953680699627,0.008874815667336115,negative,39
71,maccs_bit_71,-0.6542911190229548,0.6542911190229548,0.008753020225325741,negative,40
125,maccs_bit_125,0.5982796145377762,0.5982796145377762,0.008003705711716255,positive,41
111,maccs_bit_111,0.5824678784438478,0.5824678784438478,0.007792178393365458,positive,42
99,maccs_bit_99,0.5526878748522732,0.5526878748522732,0.007393785436211196,positive,43
95,maccs_bit_95,-0.5426349659431404,0.5426349659431404,0.007259298947786294,negative,44
29,maccs_bit_29,0.5326964532029947,0.5326964532029947,0.007126342836210064,positive,45
32,maccs_bit_32,0.5304536926332759,0.5304536926332759,0.00709633948134774,positive,46
24,maccs_bit_24,-0.5132632660045584,0.5132632660045584,0.0068663682230066,negative,47
22,maccs_bit_22,0.5131343766998829,0.5131343766998829,0.006864643958901751,positive,48
156,maccs_bit_156,-0.48382077078971863,0.48382077078971863,0.006472490408365946,negative,49
151,maccs_bit_151,0.4730868478496863,0.4730868478496863,0.006328893404127998,positive,50
44,maccs_bit_44,0.4637258768875889,0.4637258768875889,0.006203663570224275,positive,51
124,maccs_bit_124,-0.45827348197938794,0.45827348197938794,0.006130722150846288,negative,52
136,maccs_bit_136,0.43981545011261813,0.43981545011261813,0.005883793036951537,positive,53
163,maccs_bit_163,0.4385923798199332,0.4385923798199332,0.005867430964018539,positive,54
134,maccs_bit_134,-0.4307601331912732,0.4307601331912732,0.005762652202459351,negative,55
17,maccs_bit_17,-0.42893501008043966,0.42893501008043966,0.005738235946394787,negative,56
131,maccs_bit_131,0.42761703165875997,0.42761703165875997,0.0057206042050397575,positive,57
56,maccs_bit_56,-0.41942672403774145,0.41942672403774145,0.005611035350788047,negative,58
94,maccs_bit_94,0.4182239768512355,0.4182239768512355,0.005594945157686907,positive,59
57,maccs_bit_57,0.4148253973912709,0.4148253973912709,0.005549479410276383,positive,60
97,maccs_bit_97,-0.4093843650402145,0.4093843650402145,0.005476689997688044,negative,61
18,maccs_bit_18,-0.401061470312228,0.401061470312228,0.005365347410620516,negative,62
43,maccs_bit_43,-0.396559732497152,0.396559732497152,0.005305123756349746,negative,63
6,maccs_bit_6,-0.3962618992699561,0.3962618992699561,0.005301139382749639,negative,64
105,maccs_bit_105,-0.39606620304116064,0.39606620304116064,0.005298521384432277,negative,65
68,maccs_bit_68,0.39537332110885814,0.39537332110885814,0.005289252101400799,positive,66
88,maccs_bit_88,0.38792903761491754,0.38792903761491754,0.005189663459447622,positive,67
69,maccs_bit_69,0.3733202292958731,0.3733202292958731,0.004994228750085448,positive,68
109,maccs_bit_109,-0.36514933201267724,0.36514933201267724,0.0048849195647710075,negative,69
135,maccs_bit_135,-0.36466215056676177,0.36466215056676177,0.004878402115694411,negative,70
82,maccs_bit_82,0.3597006679372899,0.3597006679372899,0.004812028055981939,positive,71
115,maccs_bit_115,0.3524889293550608,0.3524889293550608,0.004715550369162231,positive,72
112,maccs_bit_112,-0.34695819576148573,0.34695819576148573,0.004641560945191839,negative,73
118,maccs_bit_118,-0.34562776369789705,0.34562776369789705,0.004623762600659205,negative,74
123,maccs_bit_123,0.34323195006537344,0.34323195006537344,0.004591711722125341,positive,75
86,maccs_bit_86,0.3332021743310233,0.3332021743310233,0.004457534706259154,positive,76
41,maccs_bit_41,-0.3295862564908841,0.3295862564908841,0.004409161434686834,negative,77
65,maccs_bit_65,-0.3214023642826803,0.3214023642826803,0.00429967840498094,negative,78
90,maccs_bit_90,-0.3207448050777756,0.3207448050777756,0.004290881664734067,negative,79
96,maccs_bit_96,0.3201642209785237,0.3201642209785237,0.0042831146872900775,positive,80
15,maccs_bit_15,-0.3171615977016524,0.3171615977016524,0.004242945989431646,negative,81
74,maccs_bit_74,0.2984411759661478,0.2984411759661478,0.003992506658507836,positive,82
23,maccs_bit_23,-0.2968487484255323,0.2968487484255323,0.003971203373066353,negative,83
38,maccs_bit_38,0.2918821454024081,0.2918821454024081,0.003904760813403481,positive,84
19,maccs_bit_19,0.2906456768207122,0.2906456768207122,0.0038882194999286385,positive,85
93,maccs_bit_93,-0.2853650772060405,0.2853650772060405,0.003817576335310891,negative,86
145,maccs_bit_145,-0.27946038862763095,0.27946038862763095,0.0037385841909146054,negative,87
73,maccs_bit_73,-0.27613184025336507,0.27613184025336507,0.0036940553101246125,negative,88
